locationname,type,final_address,Postcode,Latitude,Longitude
Brooklyn's Daily Discovery Pre-K Center at 10 Bouck Court,prek,"10 Bouck Court, Brooklyn NY 11223",11223,40.588759,-73.973728
P.S. 52 Sheepshead Bay,prek,"2675 East 29th Street, Brooklyn NY 11235",11235,40.58792,-73.940532
P.S. 109,prek,"1001 East 45th Street, Brooklyn NY 11203",11203,40.636455,-73.933582
P.S. 119 Amersfort,prek,"3829 Avenue K, Brooklyn NY 11210",11210,40.625662,-73.938265
P.S. 139 Alexine A. Fenty,prek,"330 Rugby Road, Brooklyn NY 11226",11226,40.641937,-73.965523
School of Science & Technology,prek,"725 East 23rd Street, Brooklyn NY 11210",11210,40.632562,-73.954724
P.S. 193 Gil Hodges,prek,"2515 Avenue L, Brooklyn NY 11210",11210,40.621507,-73.950473
P.S. 194 Raoul Wallenberg,prek,"3117 Avenue W, Brooklyn NY 11229",11229,40.596757,-73.933499
P.S. 195 Manhattan Beach,prek,"131 Irwin Street, Brooklyn NY 11235",11235,40.579451,-73.943819
P.S. 197 The Kings Highway Academy,prek,"1599 East 22nd Street, Brooklyn NY 11210",11210,40.612623,-73.951906
P.S. 198 Brooklyn,prek,"4105 Farragut Road, Brooklyn NY 11210",11210,40.63694,-73.937339
P.S. 203 Floyd Bennett School,prek,"5101 Avenue M, Brooklyn NY 11234",11234,40.621436,-73.925989
P.S. 206 Joseph F Lamb,prek,"2200 Gravesend Neck Road, Brooklyn NY 11229",11229,40.597369,-73.948946
P.S. 207 Elizabeth G. Leary,prek,"4011 Fillmore Avenue, Brooklyn NY 11234",11234,40.613353,-73.930129
P.S. 217 Colonel David Marcus School,prek,"1100 Newkirk Avenue, Brooklyn NY 11230",11230,40.63398,-73.966558
P.S. 222 Katherine R. Snyder,prek,"3301 Quentin Road, Brooklyn NY 11234",11234,40.613317,-73.938871
P.S. 236 Mill Basin,prek,"6302 Avenue U, Brooklyn NY 11234",11234,40.615998,-73.912989
P.S. 245,prek,"249 East 17th Street, Brooklyn NY 11226",11226,40.645016,-73.963208
P.S. 251 Paerdegat,prek,"1037 East 54th Street, Brooklyn NY 11234",11234,40.632524,-73.924417
P.S. 254 Dag Hammarskjold,prek,"1801 Avenue Y, Brooklyn NY 11235",11235,40.590423,-73.951753
P.S. 255 Barbara Reing School,prek,"1866 East 17th Street, Brooklyn NY 11229",11229,40.604349,-73.955528
P.S. 277 Gerritsen Beach,prek,"2529 Gerritsen Avenue, Brooklyn NY 11229",11229,40.596145,-73.928793
P.S. 312 Bergen Beach,prek,"7103 Avenue T, Brooklyn NY 11234",11234,40.621413,-73.908987
P.S. 315,prek,"2310 Glenwood Road, Brooklyn NY 11210",11210,40.633232,-73.954655
P.S. 326,prek,"1800 Utica Avenue, Brooklyn NY 11234",11234,40.628659,-73.92793
P.S. 361 East Flatbush Early Childhood School,prek,"3109 Newkirk Avenue, Brooklyn NY 11226",11226,40.640066,-73.947253
P.S. 889,prek,"21 Hinckley Place, Brooklyn NY 11218",11218,40.644469,-73.971032
Brooklyn Amity School,prek,"3867 Shore Parkway, Brooklyn NY 11235",11235,40.586329,-73.93226
Good Shepherd School,prek,"1943 Brown Street, Brooklyn NY 11229",11229,40.60421,-73.940629
Masores Bais Yaakov,prek,"1395 Ocean Avenue, Brooklyn NY 11230",11230,40.628339,-73.956881
"Yeshiva & Mesivta Torah Temimah, Inc.",prek,"555 Ocean Parkway, Brooklyn NY 11218",11218,40.634874,-73.972484
Yeshiva of Kings Bay,prek,"2611 Avenue Z, Brooklyn NY 11235",11235,40.589179,-73.943404
Yeshiva Toras Emes,prek,"1904 Avenue N, Brooklyn NY 11230",11230,40.616053,-73.95557
Talmud Torah Crown Heights Yeshivah,prek,"6363 Avenue U, Brooklyn NY 11234",11234,40.616209,-73.912697
Cortelyou Early Childhood Center,prek,"386 Marlborough Road, Brooklyn NY 11226",11226,40.640589,-73.964321
Glennwood Avenue Head Start,prek,"3017 Glenwood Road, Brooklyn NY 11210",11210,40.634022,-73.947517
East Midwood Hebrew Day School,prek,"1256 East 21st Street, Brooklyn NY 11210",11210,40.622596,-73.954755
Cortelyou Academy,prek,"2739 Bedford Avenue, Brooklyn NY 11210",11210,40.636256,-73.9535
Saint Marks,prek,"2017 Beverley Road, Brooklyn NY 11226",11226,40.644891,-73.959742
Itty Bitty Adventures Preschool,prek,"3416 Avenue S, Brooklyn NY 11234",11234,40.608922,-73.932605
Bambi Day Care III,prek,"2114 Brown Street, Brooklyn NY 11229",11229,40.600126,-73.93988
Keshet Learning Center,prek,"1612 Quentin Road, Brooklyn NY 11229",11229,40.608382,-73.957034
Fantasia Day Care Center,prek,"2743 Ocean Avenue, Brooklyn NY 11229",11229,40.594304,-73.950436
Infinity UPK,prek,"1972 East 34th Street, Brooklyn NY 11234",11234,40.60935,-73.933418
"Kingsbay YM-YWHA, Inc.",prek,"3495 Nostrand Avenue, Brooklyn NY 11229",11229,40.598817,-73.94157
Nayema Universal Child Center,prek,"1107-09 Newkirk Avenue, Brooklyn NY 11230",11230,40.634005,-73.966544
"Tiny Tots Express, Inc.",prek,"3321 Avenue N, Brooklyn NY 11234",11234,40.617562,-73.941975
Charles R Drew ELC 5,prek,"2804 Glenwood Road, Brooklyn NY 11210",11210,40.634106,-73.950086
Butterfly,prek,"2810 Nostrand Avenue, Brooklyn NY 11229",11229,40.615724,-73.944776
Bumble Bees R Us 3,prek,"2813 Farragut Road, Brooklyn NY 11210",11210,40.636175,-73.949702
"Gan, Inc. - Gan Jewish Day Care",prek,"2901 Campus Road, Brooklyn NY 11210",11210,40.631986,-73.948682
"New Generation Learning Center, Inc.",prek,"2597 Bedford Avenue, Brooklyn NY 11226",11226,40.64,-73.954207
Yeshiva Torah Vodaath Preschool,prek,"1192 East 31st Street, Brooklyn NY 11210",11210,40.622567,-73.945065
Bambi Day Care II,prek,"2121 Bragg Street, Brooklyn NY 11229",11229,40.600261,-73.936041
Child Development Center of Kingsborough,prek,"1915 Oriental Boulevard, Brooklyn NY 11235",11235,40.578497,-73.935321
Friends of Crown Heights,prek,"2805 Newkirk Avenue, Brooklyn NY 11226",11226,40.639889,-73.95015
A to Z Day Care Center,prek,"3053 Avenue U, Brooklyn NY 11229",11229,40.600983,-73.936919
Yeshiva Torah Vodaath,prek,"452 East 9th Street, Brooklyn NY 11218",11218,40.637648,-73.969586
Kaleidoscope Early Childhood Development Center,prek,"480 Stratford Road, Brooklyn NY 11218",11218,40.636662,-73.967364
COPO Pre-K Program,prek,"1083 Coney Island Avenue, Brooklyn NY 11230",11230,40.631035,-73.966433
Promise World Day Care,prek,"1968 Ocean Avenue, Brooklyn NY 11230",11230,40.614194,-73.954225
"A2Z Kidz Center, LLC",prek,"190 Exeter Street, Brooklyn NY 11235",11235,40.577935,-73.948349
Free Greek Community of the Three Hierarchs,prek,"1724 Avenue P, Brooklyn NY 11229",11229,40.610638,-73.956395
"The Friends of Crown Heights Educational Centers, Inc.",prek,"2809 Newkirk Avenue, Brooklyn NY 11226",11226,40.639892,-73.950124
P.S. 007 Louis F. Simeone,prek,"80-55 Cornish Avenue, Queens NY 11373",11373,40.739115,-73.882487
"Klever Kidz, LLC DBA Basin Prep",prek,"6085 Strickland Avenue, Brooklyn NY 11234",11234,40.611299,-73.913038
Stepz 2 Success Child Care Center,prek,"1992 Nostrand Avenue, Brooklyn NY 11210",11210,40.637091,-73.948116
"Brooklyn Star Daycare, Inc.",prek,"2175 East 22nd Street, Brooklyn NY 11229",11229,40.598231,-73.94918
Noah's Ark Uni Day Care Center,prek,"1738 East 48th Street, Brooklyn NY 11234",11234,40.618046,-73.928745
Imaginarium Child,prek,"1954 Ocean Avenue, Brooklyn NY 11230",11230,40.614444,-73.954271
Yeshiva Ohr Shraga,prek,"4205 Avenue P, Brooklyn NY 11234",11234,40.619166,-73.934179
The Joan Snow Pre-K Center at 1139 Coney Island Avenue,prek,"1139 Coney Island Avenue, Brooklyn NY 11230",11230,40.630101,-73.966207
The Joan Snow Pre-K Center at 1340 East 29th Street,prek,"1340 East 29th Street, Brooklyn NY 11210",11210,40.61845,-73.94633
The Joan Snow Pre-K Center at 3610 Glenwood Road,prek,"3610 Glenwood Road, Brooklyn NY 11218",11210,40.63436,-73.941795
P.S./I.S. 137 Rachel Jean Mitchell,prek,"121 Saratoga Avenue, Brooklyn NY 11233",11233,40.682458,-73.917088
P.S./I.S. 155 Nicholas Herkimer,prek,"1355 Herkimer Street, Brooklyn NY 11233",11233,40.677415,-73.908734
P.S. 156 Waverly,prek,"104 Sutter Avenue, Brooklyn NY 11212",11212,40.665965,-73.918107
P.S. 165 Ida Posner,prek,"76 Lott Avenue, Brooklyn NY 11212",11212,40.65744,-73.911053
P.S. 178 Saint Clair Mckelway,prek,"2163 Dean Street, Brooklyn NY 11233",11233,40.675024,-73.915778
P.S. 184 Newport,prek,"273 Newport Street, Brooklyn NY 11212",11212,40.659966,-73.904901
P.S. 284 Lew Wallace,prek,"213 Osborn Street, Brooklyn NY 11212",11212,40.667377,-73.908214
P.S. 298 Dr. Betty Shabazz,prek,"85 Watkins Street, Brooklyn NY 11212",11212,40.670986,-73.908194
P.S./I.S. 323,prek,"210 Chester Street, Brooklyn NY 11212",11212,40.666545,-73.910904
P.S. 327 Dr. Rose B. English,prek,"111 Bristol Street, Brooklyn NY 11212",11212,40.668475,-73.912351
Christopher Avenue Community School,prek,"51 Christopher Avenue, Brooklyn NY 11212",11212,40.672462,-73.906552
Riverdale Avenue Community School,prek,"76 Riverdale Avenue, Brooklyn NY 11212",11212,40.660204,-73.913933
Brooklyn Landmark Elementary School,prek,"251 Mcdougal Street, Brooklyn NY 11233",11233,40.680318,-73.910644
PAL World of Creative Experiences Head Start,prek,"280 Livonia Avenue, Brooklyn NY 11212",11212,40.662765,-73.907449
Nat Azarow Children's Center,prek,"232 Powell Street, Brooklyn NY 11212",11212,40.668946,-73.903789
Shirley Chisholm Child Care Center Site 4 Somers,prek,"33 Somers Street, Brooklyn NY 11233",11233,40.678664,-73.912016
Saratoga - Morris Koppelman Center,prek,"774 Saratoga Avenue, Brooklyn NY 11212",11212,40.661915,-73.915578
Shirley Chisholm Day Care Center Site 5 Advent Center,prek,"265 Sumpter Street, Brooklyn NY 11233",11233,40.680601,-73.914761
YWCA-NYC Brownsville Early Learning Center,prek,"1592 East New York Avenue, Brooklyn NY 11212",11212,40.672884,-73.909392
P.S. 91 Richard Arkwright,prek,"68-10 Central Avenue, Queens NY 11385",11385,40.703661,-73.885107
Saratoga II - Shirley Chisholm Center,prek,"69 Saratoga Avenue, Brooklyn NY 11233",11233,40.684487,-73.917493
Salvation Army - Brownsville Day Care Center,prek,"280 Riverdale Avenue 1, Brooklyn NY 11212",11212,40.661364,-73.906124
Friends of Crown Heights 26,prek,"20 Sutter Avenue, Brooklyn NY 11212",11212,40.665361,-73.922177
SCO Family of Services,prek,"225 Newport Street, Brooklyn NY 11212",11212,40.65969,-73.906761
SCO Family of Services,prek,"774 Saratoga Avenue, Brooklyn NY 11212",11212,40.661915,-73.915578
"Step By Step Early Childhood Education, Inc.",prek,"1163 Lenox Road, Brooklyn NY 11212",11212,40.659904,-73.917664
P.S. 28 The Thomas Emanuel Early Childhood Center,prek,"109-10 47th Avenue, Queens NY 11368",11368,40.747126,-73.854824
P.S. 58 The School of Heroes,prek,"72-24 Grand Avenue, Queens NY 11378",11378,40.728735,-73.890699
P.S. 68 Cambridge,prek,"59-09 Saint Felix Avenue, Queens NY 11385",11385,40.696556,-73.897405
P.S. 71 Forest,prek,"62-85 Forest Avenue, Queens NY 11385",11385,40.711203,-73.905286
P.S. 81 Jean Paul Richter,prek,"559 Cypress Avenue, Queens NY 11385",11385,40.703765,-73.912344
P.S./I.S. 87 Middle Village,prek,"67-54 80th Street, Queens NY 11379",11379,40.711815,-73.871238
P.S. 88 Seneca,prek,"60-85 Catalpa Avenue, Queens NY 11385",11385,40.703779,-73.896374
P.S. 102 Bayview,prek,"55-24 Van Horn Street, Queens NY 11373",11373,40.733514,-73.877857
P.S. 153 Maspeth Elem,prek,"60-02 60th Lane, Queens NY 11378",11378,40.716609,-73.903669
P.S. 199 Maurice A. Fitzgerald,prek,"39-20 48th Avenue, Queens NY 11104",11104,40.740088,-73.926214
P.S. 229 Emanuel Kaplan,prek,"67-25 51st Road, Queens NY 11377",11377,40.734294,-73.897557
P.S. 239,prek,"17-15 Weirfield Street, Queens NY 11385",11385,40.699149,-73.903799
A.C.E. Academy for Scholars at the Geraldine Ferraro Campus,prek,"55-20 Metropolitan Avenue, Queens NY 11385",11385,40.713022,-73.908306
Learners and Leaders,prek,"378 Seneca Avenue, Queens NY 11385",11385,40.707121,-73.914998
The Children's Lab School,prek,"45-45 42nd Street, Queens NY 11104",11104,40.742572,-73.922603
A Child's Place Too - 108th Street,prek,"32-20 108th Street, Queens NY 11369",11369,40.759337,-73.861284
Christ the King Community Preschool,prek,"6802 Metropolitan Avenue, Queens NY 11379",11379,40.712264,-73.888475
Notre Dame Catholic Academy of Ridgewood,prek,"62-22 61st Street, Queens NY 11385",11385,40.71212,-73.90193
Resurrection Ascension Catholic Academy,prek,"85-25 61st Road, Queens NY 11374",11374,40.727546,-73.872351
Sacred Heart Catholic Academy,prek,"84-05 78th Avenue, Queens NY 11385",11385,40.705684,-73.864905
St. Adalbert's Catholic Academy,prek,"52-17 83rd Street, Queens NY 11373",11373,40.73287,-73.883826
Saint Stanislaus Kostka School,prek,"6117 Grand Avenue, Queens NY 11378",11378,40.722,-73.904029
Sesame Sprout,prek,"95-15 Horace Harding Expressway, Queens NY 11368",11368,40.734418,-73.864183
Denizko DCC,prek,"51-07 69th Street, Queens NY 11377",11377,40.734863,-73.896015
Mi Nuevo Mundo,prek,"100-05 39th Avenue, Queens NY 11368",11368,40.749977,-73.865476
Peek-A-Boo! Learning Center,prek,"75-02 51st Avenue, Queens NY 11373",11373,40.736566,-73.888557
Greater Ridgewood Youth Council,prek,"5903 Summerfield Street, Queens NY 11385",11385,40.699463,-73.897855
International Chidren's School,prek,"57-27 Penrod Street, Queens NY 11368",11368,40.739665,-73.85632
Malcolm X Day Care,prek,"11112 Northern Boulevard, Queens NY 11368",11368,40.757931,-73.858371
Happy Dragon of New York,prek,"8602 57th Avenue, Queens NY 11373",11373,40.732554,-73.876202
NY League Forest Hills West,prek,"6325 Dry Harbor Road, Queens NY 11379",11379,40.721488,-73.873914
Redeemer Lutheran School,prek,"6926 Cooper Avenue, Queens NY 11385",11385,40.701338,-73.881554
Mi Nuevo Mundo,prek,"104-19 39th Avenue, Queens NY 11368",11368,40.750796,-73.861656
"ABC Preschool & Kindergarten Center, Corp",prek,"66-20 Laurel Hill Boulevard, Queens NY 11377",11377,40.739748,-73.898266
Child Center of NY 2,prek,"3410 108th Street, Queens NY 11368",11368,40.75607,-73.860688
BWY Preschool,prek,"7714 Roosevelt Avenue, Queens NY 11372",11372,40.74715,-73.888453
"Children's Big Apple, inc.",prek,"3703 94th Street, Queens NY 11372",11372,40.750447,-73.873054
"Children's Big Apple, Inc.",prek,"4126 Case Street, Queens NY 11376",11373,40.746865,-73.873573
J.C.'s Daywatch Pre-K,prek,"20 St. Johns Road, Queens NY 11385",11385,40.70678,-73.907388
Johnson's Academy LLC,prek,"9904 57th Avenue, Queens NY 11368",11368,40.738423,-73.859873
"Little Friends School Elmhurst, Inc.",prek,"8503 Britton Avenue, Queens NY 11373",11373,40.745363,-73.880661
Maspeth Town Hall Preschool,prek,"5337 72nd Street, Queens NY 11378",11378,40.730174,-73.892364
Rainbow Christian Preschool,prek,"7201 43rd Avenue, Queens NY 11377",11377,40.742057,-73.892514
Star America Preschool,prek,"80-07 Broadway, Queens NY 11373",11373,40.743899,-73.884914
LaGuardia Community College Preschool,prek,"3110 Thomson Avenue, Queens NY 11101",11101,40.744902,-73.935022
Noah's Ark Progressive Learning Center,prek,"6248 Mt. Olivet Crescent, Queens NY 11379",11379,40.714313,-73.895924
Mi Nuevo Mundo,prek,"10421 39th Avenue, Queens NY 11368",11368,40.750796,-73.861656
"Funday Daycare Center, Inc.",prek,"47-05 104th Street, Queens NY 11368",11368,40.745608,-73.859487
"Queens Pointe Talent, Inc.",prek,"90-02 Queens Boulevard, Queens NY 11373",11373,40.734068,-73.872403
Emilia's Kids,prek,"8403 57th Avenue, Queens NY 11373",11373,40.730293,-73.879313
The Learning Tree,prek,"7415 Juniper Boulevard North, Queens NY 11379",11379,40.721238,-73.884513
Magic Years Preschool and Nursery,prek,"90-20 55th Avenue, Queens NY 11373",11373,40.736835,-73.872607
Mi Nuevo Mundo Corp.,prek,"10003 39th Avenue, Queens NY 11368",11368,40.749972,-73.86549
YMCA of Greater NY- Ridgewood Y,prek,"6902 64th Street, Queens NY 11385",11385,40.704098,-73.893798
"Towers Play-N-Learn, Inc.",prek,"60-10A 47th Avenue, Queens NY 11377",11377,40.739912,-73.904328
"Star Paradise, Inc.",prek,"8655 Broadway, Queens NY 11373",11373,40.737411,-73.877286
Moving Up Children Center,prek,"4069 94th Street, Queens NY 11373",11373,40.747061,-73.871967
Mi Nuevo Mundo,prek,"100-09 39th Avenue, Queens NY 11368",11368,40.749982,-73.865454
Maroos Preschool,prek,"4502 82nd Street, Queens NY 11373",11373,40.741518,-73.882937
Happily Ever After,prek,"62-02 Myrtle Avenue, Queens NY 11385",11385,40.700894,-73.893211
Corona Friends,prek,"109-17 46th Avenue, Queens NY 11368",11368,40.747791,-73.855277
Noah's Ark Preparatory III Inc.,prek,"104-18 42nd Avenue, Queens NY 11368",11368,40.74861,-73.860534
Precious Moments,prek,"61-30 Grand Avenue, Queens NY 11378",11378,40.721989,-73.904008
Kidz Village Preschool,prek,"82-02 Grand Avenue, Queens NY 11373",11373,40.732505,-73.884447
Mosaic Pre-K Center at 46-16 76th Street,prek,"46-16 76th Street, Queens NY 11373",11373,40.740076,-73.888241
Mosaic Pre-K Center at 44-15 Judge Street,prek,"44-15 Judge Street, Queens NY 11373",11373,40.742964,-73.877449
Mosaic Pre-K Center at 68-20 Myrtle Avenue,prek,"68-20 Myrtle Avenue, Queens NY 11385",11385,40.701684,-73.883891
Mosaic Pre-K Center at P.S. 087 Middle Village,prek,"67-54 80th Street, Queens NY 11379",11379,40.711815,-73.871238
Mosaic Pre-K Center at 378 Seneca Avenue,prek,"378 Seneca Avenue, Queens NY 11385",11385,40.707121,-73.914998
Mosaic Pre-K Center at P.S. 91 Richard Arkwright,prek,"68-10 Central Avenue, Queens NY 11385",11385,40.703661,-73.885107
Mosaic Pre-K Center at 50-15 44th Street,prek,"50-15 44th Street, Queens NY 11377",11377,40.737134,-73.92179
Mosaic Pre-K Center at 56-01 61st Street,prek,"56-01 61st Street, Queens NY 11378",11378,40.724967,-73.904289
Mosaic Pre-K Center at 107-17 Northern Boulevard,prek,"107-17 Northern Boulevard, Queens NY 11369",11368,40.757811,-73.861666
Mosaic Pre-K Center at 106-02 Northern Boulevard,prek,"106-02 Northern Boulevard, Queens NY 11368",11368,40.757755,-73.862659
Mosaic Pre-K Center at 41-15 104th Street,prek,"41-15 104th Street, Queens NY 11368",11368,40.748987,-73.86123
Mosaic Pre-K Center at 109-10 47th Avenue,prek,"109-10 47th Avenue, Queens NY 11368",11368,40.747126,-73.854824
Mosaic Pre-K Center at 70-24 47th Avenue,prek,"70-24 47th Avenue, Queens NY 11377",11377,40.739014,-73.893771
Mosaic Pre-K Center at 104-14 Roosevelt Avenue,prek,"104-14 Roosevelt Ave, Queens NY 11377",11368,40.749999,-73.861311
Mosaic Pre-K Center at 55-41 98th Place,prek,"55-41 98th Place, Queens NY 11368",11368,40.738711,-73.86172
Mosaic Pre-K Center at 57-06 99th Street,prek,"57-06 99th Street, Queens NY 11373",11368,40.738242,-73.860015
Mosaic Pre-K Center at 50-51 98th Street,prek,"50-51 98th Street, Queens NY 11368",11368,40.742167,-73.864109
P.S. 20 John Bowne,prek,"142-30 Barclay Avenue, Queens NY 11355",11355,40.758689,-73.824832
P.S. 21 Edward Hart,prek,"147-36 26th Avenue, Queens NY 11354",11354,40.774512,-73.819284
P.S. 22 Thomas Jefferson,prek,"153-33 Sanford Avenue, Queens NY 11355",11355,40.761249,-73.811808
P.S. 29 Queens,prek,"125-10 23rd Avenue, Queens NY 11356",11356,40.778601,-73.843187
P.S. 32 State Street,prek,"171-11 35th Avenue, Queens NY 11358",11358,40.764763,-73.794683
P.S. 79 Francis Lewis,prek,"147-27 15th Drive, Queens NY 11357",11357,40.785909,-73.818058
P.S. 107 Thomas A Dooley,prek,"167-02 45th Avenue, Queens NY 11358",11358,40.756013,-73.799706
P.S. 120 Queens,prek,"58-01 136th Street, Queens NY 11355",11355,40.745526,-73.829309
P.S. 130,prek,"200-01 42nd Avenue, Queens NY 11361",11361,40.759517,-73.784029
P.S. 154 Queens,prek,"75-02 162nd Street, Queens NY 11366",11366,40.726769,-73.806894
P.S. 163 Flushing Heights,prek,"159-01 59th Avenue, Queens NY 11365",11365,40.740565,-73.809131
P.S. 164 Queens Valley,prek,"138-01 77th Avenue, Queens NY 11367",11367,40.720924,-73.823362
P.S. 165 Edith K. Bergtraum,prek,"70-35 150th Street, Queens NY 11367",11367,40.729741,-73.818446
P.S. 169 Bay Terrace,prek,"18-25 212th Street, Queens NY 11360",11360,40.782298,-73.779099
P.S. 184 Flushing Manor,prek,"163-15 21st Road, Queens NY 11357",11357,40.778095,-73.800163
P.S. 193 Alfred J. Kennedy,prek,"152-20 11th Avenue, Queens NY 11357",11357,40.792483,-73.809741
Yeshiva Of Central Queens,prek,"147-37 70th Road, Queens NY 11367",11367,40.729704,-73.819463
P.S./M.S. 200 The Pomonok School & STAR Academy,prek,"70-10 164th Street, Queens NY 11365",11365,40.731369,-73.805116
P.S. 201 The Discovery School for Inquiry and Research,prek,"65-11 155th Street, Queens NY 11367",11367,40.736653,-73.813346
P.S. 209 Clearview Gardens,prek,"16-10 Utopia Parkway, Queens NY 11357",11357,40.783608,-73.794654
P.S. 214 Cadwallader Colden,prek,"31-15 140th Street, Queens NY 11354",11354,40.770387,-73.828617
P.S. 219 Paul Klapper,prek,"144-39 Gravett Road, Queens NY 11367",11367,40.735275,-73.823778
P.S. 242 Leonard P. Stavisky Early Childhood School,prek,"29-66 137th Street, Queens NY 11354",11354,40.771265,-73.831525
The Active Learning Elementary School,prek,"137-20 Franklin Avenue, Queens NY 11355",11355,40.754654,-73.826759
"The Queens College School for Math, Science and Technology",prek,"148-20 Reeves Avenue, Queens NY 11367",11367,40.739246,-73.822057
Saint Kevin Catholic Academy,prek,"4550 195th Street, Queens NY 11358",11358,40.754814,-73.786293
The Solomon Schechter School of Queens,prek,"76-16 Parson Boulevard, Queens NY 11366",,,
"Stepping Stone Day School, Inc.",prek,"7740 Vleigh Place, Queens NY 11367",11367,40.719979,-73.820623
YMCA of Greater New York - Flushing,prek,"13846 Northern Boulevard, Queens NY 11354",11354,40.764119,-73.827142
Honeypot Day Care,prek,"140-22 Beech Avenue, Queens NY 11355",11355,40.75463,-73.822991
Kissena Cherry Day Care,prek,"14026 Cherry Avenue, Queens NY 11355",11355,40.754124,-73.822415
Rainbow Child Dev Center,prek,"13320 Avery Avenue, Queens NY 11355",11355,40.752978,-73.830589
Saint Mel Catholic Academy,prek,"15424 26th Avenue, Queens NY 11354",11354,40.773887,-73.809296
Holy Mountain,prek,"29-49 137th Street, Queens NY 11354",11354,40.771297,-73.831503
Positive Beginnings II,prek,"71-25 Main Street, Queens NY 11367",11367,40.727194,-73.822075
Better community Life DCC 2,prek,"13316 Roosevelt Avenue, Queens NY 11354",11354,40.758288,-73.833832
Preschool R Us,prek,"150-15 41st Avenue, Queens NY 11354",11354,40.762838,-73.813782
EVBO Inc. D/B/A Jack & Jill Nursery School,prek,"4323 Colden Street, Queens NY 11355",11355,40.75247,-73.824913
Happy Dragon Children's Learning Center Site 2,prek,"14330 Cherry Avenue, Queens NY 11355",11355,40.755997,-73.819558
International Nursery School,prek,"171-39 Northern Boulevard, Queens NY 11358",11358,40.757788,-73.79469
"Judi's Nursery, Inc.",prek,"15005 70th Road, Queens NY 11367",11367,40.72993,-73.818146
Kon Wah Day School,prek,"13527 38th Avenue, Queens NY 11354",11354,40.760388,-73.831989
"New Milestone, Inc.",prek,"15813 72nd Avenue, Queens NY 11365",11365,40.727863,-73.810824
Pee Wee Folks,prek,"1245 Clintonville Street, Queens NY 11357",11357,40.790173,-73.811831
Precious Moments,prek,"1102 Clintonville Street, Queens NY 11357",11357,40.791878,-73.812538
"Ready, Set, Grow Child Center, LLC",prek,"13616 31st Road, Queens NY 11354",11354,40.769473,-73.832038
Sharon Nursery,prek,"14515 34th Avenue, Queens NY 11354",11354,40.767082,-73.822395
The Corner School,prek,"15003 Bayside Avenue, Queens NY 11354",11354,40.771526,-73.815657
Martin l. King Jr. Mem DCC,prek,"3606 Prince Street, Queens NY 11354",11354,40.762091,-73.833107
NYL Clearview School,prek,"146-28 Jasmine Avenue, Queens NY 11355",11355,40.752963,-73.814087
Macedonia Child Development Center,prek,"47-49 162nd Street, Queens NY 11354",11358,40.750816,-73.805276
Samuel Field YM & YWHA (Bayside),prek,"212-00 23rd Avenue, Queens NY 11360",11360,40.781448,-73.778109
Community Nursery School COTH,prek,"167-07 35th Avenue, Queens NY 11358",11358,40.765058,-73.798444
Northside School,prek,"1650 Utopia Parkway, Queens NY 11357",11357,40.78301,-73.794537
"New Milestone, Inc.",prek,"13254 Pople Avenue, Queens NY 11355",11355,40.753486,-73.831277
Most Holy Redeemer Catholic Academy,prek,"136-58 41st Avenue, Queens NY 11355",11355,40.758665,-73.829055
Kiddie Academy Of Whitestone,prek,"7-05 152nd Street, Queens NY 11357",11357,40.79479,-73.810406
Morning Star Preschool II,prek,"75-43 Parson Blvd FL2, Queens NY 11367",,,
Sunflower Daycare Center,prek,"34-51 Leavitt Street FL 1, Queens NY 11354",11354,40.765599,-73.829124
Queens Herald Community Corp.,prek,"42-35 Main Street, Queens NY 11355",11355,40.754426,-73.827882
Tiny Footsteps,prek,"167-01 Union Turnpike, Queens NY 11366",11366,40.722699,-73.800932
Rainbow Child Dev Center II,prek,"77-40 164th Street, Queens NY 11366",11366,40.723433,-73.804732
Happy Maryann Day School,prek,"132-18 41st Avenue, Queens NY 11355",11355,40.756615,-73.832991
Sholom Sholom Inc.,prek,"75-21 Main Street, Queens NY 11367",11367,40.723552,-73.820133
CPC Corona Queens UPK,prek,"133-14 41st Avenue, Queens NY 11355",11355,40.757805,-73.830321
Kiddie Academy of Flushing,prek,"33-25 Parsons Boulevard, Queens NY 11354",11354,40.767757,-73.824118
Preschool R Us II,prek,"59-25 Kissena Boulevard, Queens NY 11354",11355,40.740032,-73.815101
Al-Mamoor School,prek,"78-31 Parsons Boulevard, Queens NY 11366",11366,40.721517,-73.809536
Rainbow Child Development Center,prek,"132-25 Pople Avenue, Queens NY 11355",11355,40.753306,-73.831812
I Bear Daycare Center,prek,"33-15 154th Street, Queens NY 11354",11354,40.768152,-73.810518
Ivy Day School,prek,"70-44 Kissena Boulevard, Queens NY 11367",11367,40.730762,-73.815012
The Little Learning Center,prek,"147-32 Sanford Avenue, Queens NY 11355",11355,40.759994,-73.81645
Dream Day Care,prek,"40-27 172nd Street, Queens NY 11358",11358,40.75992,-73.794182
Leading Kids Preschool,prek,"124-15 14th Avenue, Queens NY 11356",11356,40.78534,-73.843695
District 25 Pre-K Center at 14-45 143rd Street,prek,"14-45 143rd Street, Queens NY 11357",11357,40.785787,-73.826154
District 25 Pre-K Center at 123-07 22nd Ave,prek,"123-07 22nd Ave, Queens NY 11356",11356,40.78016,-73.844931
P.S. 18 Winchester,prek,"86-35 235th Court, Queens NY 11427",11427,40.732112,-73.73246
